width,asset,seed,state,n,params_L,params_N,MSE_L,MSE_N,MSPE_L,MSPE_N,P95_L,P95_N,dMSE,ci_lo,ci_hi,sig,winN
64,ETHUSD,2021,structure_strong,278,9240,26200,0.15492531657218933,0.13765564560890198,0.022546080426753348,0.019989431516718687,0.38882574439048767,0.410244345664978,-0.017269670963287354,-0.02161310613155365,-0.013121038675308228,sig,0.7050359712230215
64,ETHUSD,2021,structure_weak,294,9240,26200,0.1574118584394455,0.13531528413295746,0.023115281379073187,0.019196339037937125,0.49041491746902466,0.5284179449081421,-0.022096578031778336,-0.02727195993065834,-0.01708303950726986,sig,0.7312925170068028
64,ETHUSD,2021,kmeans_0,180,9240,26200,0.17211921513080597,0.16255149245262146,0.019879792908108766,0.018571599968383538,0.433313250541687,0.488346666097641,-0.009567731991410255,-0.015544078312814236,-0.003559297416359186,sig,0.6555555555555556
64,ETHUSD,2021,kmeans_1,392,9240,26200,0.14889508485794067,0.12446862459182739,0.024197296838330027,0.02004565725635784,0.4608232378959656,0.4428645372390747,-0.024426454678177834,-0.02869359403848648,-0.020373083651065826,sig,0.7474489795918368
128,ETHUSD,2021,acf1_hi,390,9240,52376,0.16935068368911743,0.13513725996017456,0.020028417714699265,0.015770848610430557,0.5731432437896729,0.48466992378234863,-0.03421343117952347,-0.0416049063205719,-0.02700943686068058,sig,0.7051282051282052
128,ETHUSD,2021,acf1_lo,182,9240,52376,0.12803055346012115,0.10350564122200012,0.02886055041402326,0.02482831651453715,0.37490302324295044,0.28500428795814514,-0.024524908512830734,-0.03120325691998005,-0.017840350046753883,sig,0.6978021978021978
128,ETHUSD,2021,sign_persistence_hi,124,9240,52376,0.13841333985328674,0.09644081443548203,0.011874149710161134,0.008946209642902225,0.41450896859169006,0.2426902949810028,-0.04197249189019203,-0.056510280817747116,-0.028212906792759895,sig,0.6693548387096774
128,ETHUSD,2021,sign_persistence_lo,448,9240,52376,0.16112740337848663,0.1329975426197052,0.025873456517912872,0.021339407517843308,0.4495960772037506,0.5087757706642151,-0.02812987007200718,-0.03406263887882233,-0.022511878982186317,sig,0.7120535714285714
128,ETHUSD,2021,jump_ratio_hi,285,9240,52376,0.16247819364070892,0.13320831954479218,0.02608522658956677,0.022034774875977395,0.5160109996795654,0.5439007878303528,-0.029269903898239136,-0.03650277480483055,-0.02222350798547268,sig,0.6631578947368421
128,ETHUSD,2021,jump_ratio_lo,287,9240,52376,0.14997225999832153,0.11699369549751282,0.019614681205778462,0.015294333533310526,0.3800998032093048,0.3774413466453552,-0.032978564500808716,-0.04185150936245918,-0.02506384626030922,sig,0.7421602787456446
128,ETHUSD,2021,rv_rel_hi,364,9240,52376,0.14414040744304657,0.11374148726463318,0.025740792369637253,0.020974768847670345,0.43501707911491394,0.45724260807037354,-0.030398918315768242,-0.03625418245792389,-0.024870891124010086,sig,0.7417582417582418
128,ETHUSD,2021,rv_rel_lo,188,9240,52376,0.17630885541439056,0.1393761932849884,0.01780184194883566,0.01419594690533264,0.5421739816665649,0.39413341879844666,-0.03693266957998276,-0.05013523995876312,-0.024382982403039932,sig,0.6276595744680851
128,ETHUSD,2021,structure_strong,278,9240,52376,0.15492531657218933,0.11898505687713623,0.022546080426753348,0.018616244580271217,0.38882574439048767,0.37860873341560364,-0.0359402559697628,-0.04450026899576187,-0.027735697105526924,sig,0.6942446043165468
128,ETHUSD,2021,structure_weak,294,9240,52376,0.1574118584394455,0.13082896173000336,0.023115281379073187,0.01868730806257918,0.49041491746902466,0.5436604022979736,-0.02658292092382908,-0.03341956064105034,-0.019473692402243614,sig,0.7108843537414966
128,ETHUSD,2021,kmeans_0,180,9240,52376,0.17211921513080597,0.14563900232315063,0.019879792908108766,0.016242683304694576,0.433313250541687,0.5039732456207275,-0.02648022770881653,-0.036553509533405304,-0.01623302698135376,sig,0.6166666666666667
128,ETHUSD,2021,kmeans_1,392,9240,52376,0.14889508485794067,0.1156289353966713,0.024197296838330027,0.01975944277772616,0.4608232378959656,0.41212061047554016,-0.03326614573597908,-0.0398845300078392,-0.02663092501461506,sig,0.7423469387755102
23,ETHUSD,2022,acf1_hi,390,9240,9431,0.17858773469924927,0.17923009395599365,0.02111486851246917,0.01969186984146098,0.6285117268562317,0.6902862787246704,0.000642354367300868,-0.004856215789914131,0.006012174766510725,ns,0.5897435897435898
23,ETHUSD,2022,acf1_lo,182,9240,9431,0.1396407037973404,0.1330595165491104,0.031984468525234525,0.029940706431353884,0.3665429949760437,0.41033947467803955,-0.006581180728971958,-0.01213240809738636,-0.0010915726888924837,sig,0.5769230769230769
23,ETHUSD,2022,sign_persistence_hi,124,9240,9431,0.1569787561893463,0.1914180964231491,0.013539285577274811,0.015481101788291589,0.5135114789009094,0.6665216088294983,0.0344393365085125,0.023589838296175003,0.045656830072402954,sig,0.3629032258064516
