asset,seed,state,n,MSE_L,MSE_N,dMSE,ci_lo,ci_hi,sig,win_rate_N,MSPE_L_price,MSPE_N_price,P95_sqerr_L,P95_sqerr_N,params_L,params_N
ETHUSD,2022,kmeans_1,392,0.15908615291118622,0.14532890915870667,-0.013757224194705486,-0.01790882647037506,-0.00944581814110279,sig,0.6887755102040817,0.026332081580425333,0.02296379301368134,0.5026993751525879,0.6043301224708557,9240,9431
ETHUSD,2023,acf1_hi,390,0.1795293539762497,0.1958756297826767,0.016346251592040062,0.008287178352475166,0.02455565705895424,sig,0.5923076923076923,0.021141854455653156,0.021202182561908072,0.6526436805725098,0.7684430480003357,9240,9431
ETHUSD,2023,acf1_lo,182,0.13858965039253235,0.14522184431552887,0.0066322023048996925,0.0008779728086665273,0.012193569913506508,sig,0.43956043956043955,0.032176250408114344,0.03334278701057111,0.3833853602409363,0.41308239102363586,9240,9431
ETHUSD,2023,sign_persistence_hi,124,0.16211044788360596,0.23193404078483582,0.06982359290122986,0.05203000083565712,0.08821990340948105,sig,0.3064516129032258,0.013747400729552198,0.018400499730861036,0.5552878975868225,0.816342830657959,9240,9431
ETHUSD,2023,sign_persistence_lo,448,0.16771891713142395,0.16531707346439362,-0.0024018476251512766,-0.007091237232089043,0.0025991585571318865,ns,0.609375,0.027671256967672024,0.026909768902770807,0.45602479577064514,0.5276429653167725,9240,9431
ETHUSD,2023,jump_ratio_hi,285,0.16741324961185455,0.16228872537612915,-0.0051245312206447124,-0.0101282624527812,-0.00037388355121947825,sig,0.5333333333333333,0.02788806986915063,0.027725214388018077,0.4992617666721344,0.5150415897369385,9240,9431
ETHUSD,2023,jump_ratio_lo,287,0.1655992716550827,0.19710655510425568,0.031507283449172974,0.021088402718305588,0.04177308455109596,sig,0.554006968641115,0.021440072819768678,0.022423527297849955,0.4720965325832367,0.739547073841095,9240,9431
ETHUSD,2023,rv_rel_hi,364,0.14963556826114655,0.13873639702796936,-0.010899164713919163,-0.015233837999403477,-0.006877849344164133,sig,0.6318681318681318,0.027712204444847236,0.026313921852595464,0.42969420552253723,0.4124397933483124,9240,9431
ETHUSD,2023,rv_rel_lo,188,0.19575734436511993,0.25033360719680786,0.05457625910639763,0.04111989960074425,0.06887084990739822,sig,0.425531914893617,0.019395237434737596,0.022707657234336064,0.695541262626648,0.8744395971298218,9240,9431
ETHUSD,2023,structure_strong,278,0.17221134901046753,0.21655261516571045,0.044341251254081726,0.03439079225063324,0.05527382344007492,sig,0.37050359712230213,0.025029062463047813,0.02843321162036763,0.47904184460639954,0.7420675754547119,9240,9431
ETHUSD,2023,structure_weak,294,0.1611054688692093,0.14496682584285736,-0.01613866724073887,-0.02085702121257782,-0.011641815304756165,sig,0.7074829931972789,0.024297011725354586,0.021880291172128873,0.4873424172401428,0.5124067664146423,9240,9431
ETHUSD,2023,kmeans_0,180,0.18291977047920227,0.23109260201454163,0.048172786831855774,0.036737266927957535,0.06028880923986435,sig,0.31666666666666665,0.020683045244674892,0.025200389601020463,0.4578602612018585,0.7070171236991882,9240,9431
ETHUSD,2023,kmeans_1,392,0.15896481275558472,0.15618674457073212,-0.0027780672535300255,-0.008784581907093525,0.003434053622186184,ns,0.6479591836734694,0.02647564456107158,0.02500298037470511,0.5062534809112549,0.6700062155723572,9240,9431
